SourceURL,SourceTitle,AnchorText,SourceTrustFlow,SourceCitationFlow,SourceLanguage,SourceLanguageDesc,SourceLanguageConfidence,SourceOutLinksInternal,SourceOutLinksExternal,TotalOutlinks,SourceOutDomainsExternal,Domain,DomainTrustFlow,DomainCitationFlow,FirstIndexedDate,LinkType,LinkSubType,TargetURL,TargetTrustFlow,TargetCitationFlow,FlagRedirect,FlagFrame,FlagNoFollow,FlagImages,FlagDeleted,FlagAltText,LastSeenDate,FlagMention,DateLost,ReasonLost,SourceTopicalTrustFlow_Topic_0,SourceTopicalTrustFlow_Value_0,SourceTopicalTrustFlow_Topic_1,SourceTopicalTrustFlow_Value_1,SourceTopicalTrustFlow_Topic_2,SourceTopicalTrustFlow_Value_2,DomainTopicalTrustFlow_Topic_0,DomainTopicalTrustFlow_Value_0,DomainTopicalTrustFlow_Topic_1,DomainTopicalTrustFlow_Value_1,DomainTopicalTrustFlow_Topic_2,DomainTopicalTrustFlow_Value_2,DomainTopicalTrustFlow_Topic_3,DomainTopicalTrustFlow_Value_3,DomainTopicalTrustFlow_Topic_4,DomainTopicalTrustFlow_Value_4,DomainTopicalTrustFlow_Topic_5,DomainTopicalTrustFlow_Value_5,DomainTopicalTrustFlow_Topic_6,DomainTopicalTrustFlow_Value_6,DomainTopicalTrustFlow_Topic_7,DomainTopicalTrustFlow_Value_7,DomainTopicalTrustFlow_Topic_8,DomainTopicalTrustFlow_Value_8,DomainTopicalTrustFlow_Topic_9,DomainTopicalTrustFlow_Value_9,TargetTopicalTrustFlow_Topic_0,TargetTopicalTrustFlow_Value_0,InBucket
https://www.rokucodelink.com/,Roku.com/link | Activate Roku Code Link - Roku Com Link,roku activation code,4,37,en,English,99,23,13,36,11,rokucodelink.com,3,27,4/3/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,1/7/2018 0:00,0,,,Computers/Internet,3,Business/Accounting,3,Computers/Software/Operating Systems,3,Computers/Software/Operating Systems,2,Adult/Business,2,Computers/Internet,2,Business/Accounting,2,Business,2,Recreation/Travel,2,Computers/Data Formats,2,Business/Arts and Entertainment,2,Recreation/Food,2,Business/Transportation and Logistics,2,,,FALSE
http://p-tweets.com/?cid=80,"P-Tweets popular tweeting, social networking and microblogging service, tweet twitter like",https://www.rokuactivationcode.com/,12,28,en,English,99,317,9,326,7,p-tweets.com,15,44,5/5/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,1/7/2018 0:00,0,,,Computers/Internet,12,,,,,Computers/Internet,15,Health/Conditions and Diseases,11,Arts/Music,8,Arts/Radio,7,Games/Gambling,7,Adult/World,7,Arts/Online Writing,6,Computers/Programming/Languages,6,Society/Religion and Spirituality,6,Business,6,,,FALSE
http://www.poemsbook.net/blogs,PoemsBook! - social networking,roku.com/link,5,35,en,English,99,77,33,110,25,poemsbook.net,6,34,17/06/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,17/06/2018 00:00,0,,,Business/Energy,5,Society/Religion and Spirituality,4,Science/Technology,2,Computers/Internet/On the Web,6,Business/Energy,4,Arts/Literature,4,Society/Religion and Spirituality,4,Games/Gambling,4,Recreation/Autos,3,Regional/Europe,3,Society/People,2,Science/Technology,2,Society,2,,,FALSE
https://www.setuproku.com/,Roku.com/link | How to activate and link roku - roku com link,roku activation code,4,35,en,English,99,7,15,22,14,setuproku.com,2,23,4/3/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,1/7/2018 0:00,0,,,Computers/Internet/On the Web,4,Business/Accounting,1,Arts/Animation,1,Computers/Internet/On the Web,2,Sports/Equestrian,2,Business,1,Business/Accounting,1,Business/Business Services,1,Computers/Internet/Web Design and Development,1,Arts/Animation,1,,,,,,,,,FALSE
http://new.rapichat.com/story.php?title=roku-com-link-account,Roku com link Account | New.RapiChat.com,roku com link account,7,30,en,English,91,77,18,95,17,rapichat.com,12,38,11/3/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,29/06/2018 00:00,0,,,Recreation/Travel,7,Society/Philanthropy,2,,,Business/Management,12,Recreation/Travel,10,Regional/Asia,6,Computers/Internet/Searching,6,Society/Law,6,Arts/Movies,5,Society/Philanthropy,5,Society/People,4,Sports/Soccer,4,,,,,FALSE
http://www.lolart.net/blog/ez-publish/connectez-flex-et-ez-publish,Connectez Flex et eZ Publish - Lolart.net,https://www.rokuactivationcode.com/,14,21,en,English,92,14,2088,2102,1046,lolart.net,14,29,22/06/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,1,0,22/06/2018 00:00,0,1/7/2018 0:00,DownloadedSuccessfully,Business/Business Services,14,Reference/Museums,9,Society/Genealogy,9,Business/Business Services,13,Business/Consumer Goods and Services,12,Reference/Museums,9,Society/Genealogy,8,Arts/Music,7,Computers/Internet/Searching,6,Business/Arts and Entertainment,6,Regional/Europe,6,Business,5,Arts/Television,5,,,FALSE
http://5thingsseries.com/building-a-roku-channel/,5 THINGS: Building a Roku Channel (with Direct Publisher and no coding!),https://www.rokuactivationcode.com/roku-channel-activation/,9,24,en,English,99,54,81,135,29,5thingsseries.com,9,23,9/3/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/roku-channel-activation,0,22,0,0,1,0,0,0,18/06/2018 00:00,0,,,Computers/Multimedia,9,Computers/Systems,5,Arts/Video,4,Computers/Multimedia,9,Computers/Systems,5,Society/Activism,5,Arts/Video,5,Business/Arts and Entertainment,5,Recreation/Radio,4,Arts/Movies,4,Computers/Software/Operating Systems,4,Reference,3,News/Breaking News,3,,,FALSE
https://arstechnica.com/staff/2018/02/dealmaster-get-a-49-inch-4k-roku-tv-for-330/?comments=1,Dealmaster: Get a 49-inch 4K Roku TV for $330 | Ars Technica,https://www.rokuactivationcode.com/,14,16,en,English,99,97,56,153,9,arstechnica.com,74,82,8/5/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,8/5/2018 0:00,0,,,Computers/Programming/Component Frameworks,14,Computers/Programming/Personal Pages,6,Computers/Internet/On the Web,6,Computers/News and Media,71,Computers/Hardware,49,Computers/Software/Operating Systems,45,Society/Subcultures,39,Computers/Systems,37,Computers/Internet/Domain Names,36,Society/People,35,Home/Cooking,35,Computers/Internet/On the Web,34,Arts/Design,34,,,FALSE
https://www.rokucomlinkaccount.com/feed/,Rokucomlinkaccount,roku activation code,0,30,en,English,99,11,5,16,5,rokucomlinkaccount.com,1,25,25/04/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,19/06/2018 00:00,0,,,,,,,,,Computers/Internet/On the Web,1,Society/Organizations,1,Business/Accounting,1,Society,1,Business/Human Resources,1,Reference/Education,1,,,,,,,,,,,FALSE
https://www.gorokuhdcp.com/,Roku.com/hdcp - Troubleshoot unauthorized Roku HDCP Error,roku activation code,0,30,en,English,99,11,8,19,8,gorokuhdcp.com,0,19,11/3/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,30/06/2018 00:00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
https://www.makeuseof.com/tag/awesome-roku-features-not-using/,7 Awesome Roku Features You're Probably Not Using,roku features,8,20,en,English,99,60,20,80,10,makeuseof.com,48,71,17/03/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,21/05/2018 00:00,0,,,Society/Subcultures,8,Computers/Software/Educational,6,Computers/Internet/On the Web,6,Computers/Internet/On the Web,37,Computers/Multimedia,36,Computers/Software/Internet,31,Computers/Software,30,Computers/Software/Freeware,29,Society/Philanthropy,28,Computers/Software/Groupware,28,Computers/E-Books,27,Society/Subcultures,27,Computers/Software/Help Desk,26,,,FALSE
http://filmandserier.blogg.se/category/nyheter.html,-,,8,18,sv,Swedish,73,95,41,136,26,blogg.se,30,60,18/06/2018 00:00,ImageLink,ImageLink_Normal,https://www.rokuactivationcode.com/stranger-things-season-2,0,18,0,0,1,1,0,0,18/06/2018 00:00,0,,,Shopping/Entertainment,8,Science/Social Sciences,5,Society/Work,3,Recreation/Pets,27,Regional/Europe,23,Recreation/Travel,21,Business/Arts and Entertainment,21,Society/Religion and Spirituality,20,Shopping/Antiques and Collectibles,20,Business/Marketing and Advertising,20,Sports/Cycling,20,Computers/Internet/On the Web,20,Games/Board Games,19,,,FALSE
http://www.sweptawaytv.com/comments/feed/,Comments for Swept Away TV-The Rock Star Stories,https://www.rokuactivationcode.com,6,20,en,English,99,0,8,8,5,sweptawaytv.com,7,23,9/5/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,17/05/2018 00:00,0,,,Science/Physics,6,Arts/Music,4,Arts/Video,3,Science/Physics,7,Arts/Music,6,Arts/Video,5,Science/Chemistry,4,Arts/Radio,4,Business/Arts and Entertainment,4,Computers/Internet/On the Web,3,Society/Religion and Spirituality,3,Society/People,3,News/Analysis and Opinion,3,,,FALSE
https://liliputing.com/2016/09/roku-express-premiere-ultra-streaming-media-players-leaked.html,"Roku Express, Premiere, and Ultra streaming media players leaked - Liliputing",,0,25,en,English,99,37,15,52,12,liliputing.com,28,54,19/03/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/how-to-activate-your-roku-player,0,18,0,0,1,0,0,0,21/06/2018 00:00,0,,,,,,,,,Home/Consumer Information,27,Business/Telecommunications,21,Computers/Emulators,20,Computers/Software/Operating Systems,19,Computers/Open Source,19,Computers/Hardware,18,Computers/Software/Internet,18,Games/Video Games/News and Reviews,16,Business/Marketing and Advertising,16,Computers/Internet/Searching,15,,,FALSE
http://etaaps.org/Computers_and_Internet/?p=381,Computers and Internet,roku activate link,9,16,en,English,99,88,44,132,32,etaaps.org,17,33,30/05/2018 00:00,TextLink,TextLink_Normal_HighContent,http://www.rokuactivationcode.com/,4,27,0,0,0,0,0,0,30/06/2018 00:00,0,,,Business,9,Society/People,4,Business/Real Estate,4,Business,17,Society/People,11,Business/Real Estate,9,Arts/Music,9,Recreation/Autos,8,Computers/Security,7,Health,7,Arts/Comics,7,Regional/Europe,6,Society/Relationships,6,,,FALSE
https://walldirectory.com/listing/washington-entertainment-party-event-planners-invitation-in-a-bottle/,Invitation In A Bottle - Wall Directory,visit website,3,21,en,English,99,70,26,96,11,walldirectory.com,5,24,24/05/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,1,0,24/05/2018 00:00,0,19/06/2018 00:00,DownloadedSuccessfully,Society/Philanthropy,3,Computers/Internet/Domain Names,2,Games/Video Games/Roleplaying,1,Society/Philanthropy,5,Computers/Internet/Searching,4,Recreation/Travel,3,Business/Chemicals,3,Computers/Software/Business,3,Games/Video Games/Simulation,3,Games/Video Games/Fan Pages,3,Computers/Internet/Web Design and Development,3,Computers/Internet/Domain Names,3,Business/Real Estate,3,,,FALSE
https://www.gorokuwireless.com/how-to-setup-roku-account/,How to create and link your Roku account | Setup Roku Account,roku activation code,0,24,en,English,99,21,8,29,8,gorokuwireless.com,1,17,10/4/2018 0:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,18/06/2018 00:00,0,,,,,,,,,Health/Conditions and Diseases,1,,,,,,,,,,,,,,,,,,,,,FALSE
http://england.photoads.co.uk/services/computer/131968-Stream-your-shows-on-Roku.html,: Stream your shows on Roku Free Ads Classified Ads buy and sell online,www roku com link,12,9,en,English,99,165,16,181,14,photoads.co.uk,30,34,15/04/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,15/04/2018 00:00,0,,,Society/Relationships,12,Shopping/Classifieds,10,News/Media Industry,7,Shopping/Classifieds,29,Society/Relationships,24,News/Media Industry,14,Games/Video Games/Browser Based,13,World/Deutsch,13,Arts/Comics,13,Recreation/Autos,11,,,,,,,,,FALSE
http://handtucher.net/computers_and_internet/article_directories/technology/,Hand Tucher Web Directory - Computers & Internet > Article Directories > Technology,roku activation code,1,20,en,English,97,21,105,126,97,handtucher.net,8,29,19/03/2018 00:00,TextLink,TextLink_Normal,http://www.rokuactivationcode.com/,4,27,0,0,0,0,0,0,22/06/2018 00:00,0,,,News/Media Industry,1,,,,,Computers/Programming/Software Testing,8,News/Media Industry,6,Arts/Literature,5,Adult/Business,5,Adult/Regional,5,Regional/Africa,5,Adult/World,4,Arts/Comics,4,Sports/Golf,4,Society/Gay  Lesbian  and Bisexual,4,,,FALSE
http://glyphgirls.blogspot.com/2015/11/reindeer-ornament_29.html,Glyph Girls: Reindeer Ornament,live dolls tv,4,15,en,English,99,162,141,303,47,blogspot.com,92,98,28/05/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,29/06/2018 00:00,0,,,Reference/Education,4,Business/Construction and Maintenance,3,Shopping/Crafts,2,Society/People,67,Home/Cooking,64,Society/Religion and Spirituality,63,Arts/Literature,63,Arts/Music,60,Computers/Software/Internet,59,Science/Social Sciences,59,Computers/Internet/On the Web,57,Computers/Companies,56,Arts/Design,55,,,FALSE
http://5inchandup.com/2016/01/dark-urges/,Dark urges - 5 Inch and Up,bed spy cams,7,12,ar,Arabic,63,36,318,354,117,5inchandup.com,17,40,19/03/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,30/06/2018 00:00,0,,,Arts/Design,7,,,,,Arts/Design,17,Society/People,11,Computers/Internet/On the Web,8,Recreation/Travel,6,,,,,,,,,,,,,,,FALSE
http://vator.tv/company/roku-activation-code,Roku Activation Code | Vator profile,http://www.rokuactivationcode.com,8,10,en,English,99,22,5,27,5,vator.tv,24,51,21/03/2018 00:00,TextLink,TextLink_Normal,http://www.rokuactivationcode.com/,4,27,0,0,1,0,0,0,20/06/2018 00:00,0,,,Home/Consumer Information,8,Society/People,5,Computers/Internet/News and Media,4,Computers/Internet/Searching,22,Home/Consumer Information,19,Business/Financial Services,19,Computers/Programming/Languages,18,Business/Healthcare,18,Business/Small Business,18,Shopping/Entertainment,17,Business/Construction and Maintenance,17,Health/Mental Health,17,Business/Information Technology,17,,,FALSE
https://www.techocrush.com/best-streaming-service-chromecast-roku-amazon-fire-stick/,Choose the Best Streaming Service: Chromecast vs Roku vs Amazon fire stick,roku com link.,3,15,en,English,99,32,4,36,4,techocrush.com,6,18,16/06/2018 00:00,TextLink,TextLink_Normal,http://www.rokuactivationcode.com/,4,27,0,0,1,0,0,0,16/06/2018 00:00,0,,,Sports/Bowling,3,Arts/Movies,2,Arts,2,Arts/Architecture,6,Sports/Bowling,5,Arts/Movies,4,Arts,4,Computers/Software/Operating Systems,3,,,,,,,,,,,,,FALSE
http://www.latestfunnyjokes.com/2012/05/best-joke-ever-top-50-hindi.html,Best Joke Ever (Top. 50 Hindi ) 2018 ~ Latest Funny Jokes,call girls,0,18,en,English,96,160,188,348,39,latestfunnyjokes.com,0,15,15/06/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,1,0,15/06/2018 00:00,0,18/06/2018 00:00,DownloadedSuccessfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
https://us.tradeford.com/us558305/,Roku Activation Code - Consumer Electronics Supplier in USA,https://www.rokuactivationcode.com/,11,6,en,English,99,12,1,13,1,tradeford.com,38,39,21/06/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,21/06/2018 00:00,0,,,Business/Small Business,11,,,,,Business/Small Business,38,Business/Real Estate,20,Computers/Software/Desktop Customization,19,Business,18,Computers/Internet/Web Design and Development,17,Business/Directories,16,Arts/Animation,15,Business/Food and Related Products,15,Arts/Television,12,Computers/Internet/Searching,12,,,FALSE
http://trafficsimulator.net/entertainment/?p=20,Entertainment,roku activate link,5,12,en,English,99,89,26,115,24,trafficsimulator.net,11,28,30/03/2018 00:00,TextLink,TextLink_Normal_HighContent,http://www.rokuactivationcode.com/,4,27,0,0,0,0,0,0,26/06/2018 00:00,0,,,Society/People,5,Business,4,Reference/Education,2,Society/People,11,Business,9,Adult/Business,6,Society,6,Business/Materials,5,Reference/Education,5,Business/Directories,5,Science/Social Sciences,4,,,,,,,FALSE
https://rokuactivationcode.dudaone.com/blog,Roku.com/link | my.roku.com/link |Activate www.roku.com/link,roku code activation,0,15,en,English,99,9,7,16,2,dudaone.com,36,45,29/03/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,18/06/2018 00:00,0,,,,,,,,,Recreation/Autos,32,Science,25,Health/Medicine,25,Recreation/Outdoors,24,Shopping,24,Business,23,Computers/Software/Abandonware,22,Regional/North America,20,Society/Religion and Spirituality,20,Shopping/Crafts,20,,,FALSE
http://getfreelisting.com/roku-com-link-account/840180,"Roku Com Link Account, Entertainment, in Tampa, FL, United States - Free Local Classifieds - at GetFreeListing.com",web site,5,10,en,English,99,10,6,16,6,getfreelisting.com,17,43,30/04/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,1,0,0,0,27/06/2018 00:00,0,,,Business/Financial Services,5,Business/Business Services,4,Recreation/Travel,3,Business/Financial Services,16,Business/Business Services,13,Recreation/Travel,13,Business/Automotive,13,Society/Politics,12,Shopping/Vehicles,12,Business/Materials,11,Society/People,11,Computers/Internet,10,Health/Animal,9,,,FALSE
http://dorylabs.com/mirror-roku-windows-10/,How to Mirror Roku on Windows 10 - Dory Labs,roku.com/link,6,9,en,English,99,50,9,59,8,dorylabs.com,15,27,19/03/2018 00:00,TextLink,TextLink_Normal,https://www.rokuactivationcode.com/,5,40,0,0,0,0,0,0,15/06/2018 00:00,0,,,Computers/Software/Operating Systems,6,,,,,Computers/Software/Operating Systems,15,,,,,,,,,,,,,,,,,,,,,FALSE
https://www.fire-directory.com/Business/Arts_and_Entertainment/,Fire Directory.com - Business > Arts and Entertainment,roku activation code- roku technical support -18555671500,0,15,en,English,99,50,83,133,78,fire-directory.com,12,29,20/03/2018 00:00,TextLink,TextLink_Normal,http://www.rokuactivationcode.com/,4,27,0,0,0,0,0,0,29/06/2018 00:00,0,,,,,,,,,Business,11,Computers/Software/Operating Systems,10,Business/Transportation and Logistics,8,Adult/Business,8,Arts,8,Sports/Motorsports,7,Recreation/Food,7,Recreation/Travel,7,Computers/Internet/Web Design and Development,7,News/Media Industry,7,,,FALSE
http://www.asklink.org/Business/Electronics_and_Electrical/,Ask Link.org - Business > Electronics and Electrical,roku link activation code call us at 1-844-965-4357.,5,10,en,English,99,80,110,190,110,asklink.org,12,28,27/03/2018 00:00,TextLink,TextLink_Normal,http://www.rokuactivationcode.com/,4,27,0,0,0,0,1,0,25/05/2018 00:00,0,1/7/2018 0:00,DownloadedSuccessfully,Business,5,Sports/Motorsports,3,Business/Transportation and Logistics,3,Business,12,Business/Transportation and Logistics,9,Business/Employment,8,Society,8,Sports/Motorsports,8,Shopping/Publications,8,Regional/Europe,7,News/Media Industry,7,Recreation/Radio,7,Recreation/Outdoors,7,,,FALSE
